Alternatives,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
X78,166.0,5.0,2014.0,5.0,64.0,4096.0,1024.0,8.0,2.0,3.0,2.0,130.0
A55,404.0,14.0,2014.0,8.0,64.0,8192.0,1024.0,5.0,5.0,4.0,2.0,360.0
X40,109.0,3.0,2014.0,4.0,64.0,4096.0,1024.0,8.0,5.0,4.0,2.0,130.0
X222,144.0,8.0,2014.0,5.0,64.0,4096.0,1024.0,12.0,2.0,4.0,2.0,140.0
Q80,125.0,4.0,2013.0,4.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,200.0
X550 Qube,190.0,6.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,2.0,3.0,2.0,130.0
X510 Pike,170.0,6.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,2.0,3.0,2.0,130.0
GC700,145.0,11.0,2013.0,5.0,32.0,16384.0,1024.0,13.0,5.0,4.0,2.0,230.0
GC400,125.0,4.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,180.0
GC360,210.0,7.0,2013.0,5.0,32.0,4096.0,512.0,8.0,2.0,3.0,2.0,160.0
Q75,243.0,8.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,220.0
Q1,130.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,210.0
X215,120.0,4.0,2012.0,4.0,32.0,4096.0,512.0,8.0,1.0,3.0,2.0,170.0
M320,158.0,5.0,2017.0,5.0,256.0,65536.0,4096.0,12.0,8.0,4.0,2.0,370.0
Trium Eclipse,153.0,5.0,2017.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,290.0
Trium Sirius,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,8.0,5.0,4.0,2.0,160.0
Trium Neptune,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,190.0
Trium Mars,139.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,16.0,5.0,4.0,2.0,220.0
Trium Geo-@,145.0,11.0,2016.0,5.0,256.0,16384.0,2048.0,16.0,8.0,4.0,2.0,300.0
Trium xs,148.0,5.0,2015.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,230.0
Trium fx,144.0,8.0,2015.0,5.0,64.0,16384.0,2048.0,13.0,5.0,4.0,2.0,260.0
Trium Cosmo,162.0,5.0,2015.0,5.0,64.0,16384.0,2048.0,13.0,5.0,4.0,2.0,300.0
Trium Aria,115.0,6.0,2015.0,4.0,64.0,8192.0,1024.0,8.0,5.0,4.0,2.0,180.0
Trium Geo,470.0,4.0,2015.0,10.0,64.0,16384.0,2048.0,5.0,2.0,4.0,2.0,230.0
Trium Astral,173.0,10.0,2013.0,4.0,32.0,16384.0,1024.0,8.0,1.0,4.0,2.0,270.0
Shiny jacket,181.0,6.0,2015.0,4.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,340.0
Mini jacket,185.0,6.0,2015.0,4.0,64.0,16384.0,1024.0,8.0,2.0,4.0,2.0,440.0
Nexus 6,149.0,5.0,2014.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,120.0
XOOM Media Edition MZ505,177.0,6.0,2013.0,5.0,32.0,4096.0,1024.0,12.0,3.0,4.0,2.0,200.0
W230,148.0,5.0,2017.0,5.0,64.0,16384.0,3072.0,13.0,8.0,4.0,2.0,120.0
ROKR E8,148.0,5.0,2017.0,5.0,32.0,16384.0,3072.0,13.0,8.0,4.0,2.0,210.0
W180,170.0,6.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,8.0,4.0,2.0,110.0
W160,173.0,10.0,2016.0,5.0,128.0,32768.0,4096.0,13.0,8.0,4.0,2.0,180.0
U9,143.0,4.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,8.0,4.0,2.0,180.0
V1100,143.0,4.0,2016.0,5.0,32.0,16384.0,3072.0,8.0,8.0,4.0,2.0,80.0
PEBL U3,163.0,5.0,2016.0,5.0,32.0,16384.0,3072.0,13.0,5.0,4.0,2.0,200.0
RAZR2 V9,168.0,5.0,2016.0,5.0,64.0,16384.0,3072.0,13.0,5.0,4.0,2.0,120.0
RAZR2 V8,170.0,6.0,2016.0,5.0,64.0,65536.0,4096.0,13.0,5.0,4.0,2.0,380.0
ROKR W5,125.0,4.0,2016.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,130.0
W490,120.0,4.0,2016.0,4.0,32.0,16384.0,2048.0,8.0,5.0,4.0,2.0,180.0
W395,142.0,1.0,2016.0,5.0,32.0,16384.0,3072.0,13.0,5.0,4.0,2.0,110.0
RIZR Z8,158.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,160.0
KRZR K3,119.0,4.0,2015.0,4.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,150.0
SLVR L9,597.0,1.0,2015.0,10.0,512.0,32768.0,2048.0,8.0,2.0,4.0,2.0,460.0
Q 9h,305.0,10.0,2014.0,8.0,512.0,16384.0,2048.0,8.0,2.0,4.0,2.0,250.0
Q8,292.0,10.0,2013.0,8.0,32.0,16384.0,2048.0,5.0,2.0,4.0,2.0,130.0
ROKR Z6,145.0,11.0,2011.0,4.0,32.0,8192.0,1024.0,8.0,1.0,2.0,2.0,450.0
ROKR E6,727.0,1.0,2011.0,10.0,32.0,16384.0,1024.0,5.0,2.0,2.0,2.0,280.0
V300,145.0,11.0,2015.0,5.0,32.0,8192.0,512.0,5.0,2.0,1.0,2.0,80.0
V600,125.0,4.0,2015.0,4.0,32.0,8192.0,512.0,5.0,2.0,2.0,2.0,70.0
V150,150.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,5.0,2.0,2.0,100.0
V295,150.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,13.0,5.0,4.0,2.0,190.0
E380,147.0,5.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,2.0,3.0,2.0,200.0
E365,168.0,5.0,2013.0,5.0,32.0,4096.0,1024.0,13.0,2.0,3.0,2.0,220.0
E360,165.0,5.0,2013.0,5.0,32.0,4096.0,1024.0,13.0,2.0,3.0,2.0,260.0
V70,150.0,5.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,2.0,3.0,2.0,220.0
M3588,178.0,6.0,2017.0,5.0,256.0,65536.0,4096.0,16.0,20.0,4.0,2.0,380.0
M3888,215.0,7.0,2017.0,6.0,256.0,65536.0,6144.0,12.0,8.0,4.0,2.0,460.0
d520,226.0,7.0,2017.0,6.0,256.0,65536.0,4096.0,13.0,20.0,4.0,1.0,370.0
Zinc II,182.0,6.0,2017.0,5.0,256.0,65536.0,4096.0,13.0,16.0,4.0,2.0,280.0
Atom Life,162.0,5.0,2017.0,5.0,256.0,32768.0,4096.0,13.0,8.0,4.0,2.0,250.0
Atom V,160.0,5.0,2016.0,5.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,210.0
Terrain,168.0,5.0,2016.0,5.0,256.0,65536.0,4096.0,13.0,13.0,4.0,2.0,370.0
N344i,166.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,8.0,4.0,2.0,280.0
N500i,170.0,6.0,2016.0,5.0,256.0,65536.0,4096.0,13.0,8.0,4.0,2.0,390.0
N908,207.0,7.0,2016.0,4.0,256.0,65536.0,4096.0,16.0,5.0,4.0,1.0,550.0
N938,147.0,5.0,2016.0,5.0,256.0,65536.0,4096.0,16.0,8.0,4.0,2.0,450.0
e121,200.0,5.0,2015.0,5.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,340.0
e122,208.0,7.0,2015.0,6.0,256.0,65536.0,3072.0,13.0,5.0,4.0,1.0,420.0
e949/L1,183.0,6.0,2015.0,5.0,256.0,32768.0,3072.0,8.0,5.0,4.0,2.0,170.0
N600i,153.0,5.0,2015.0,5.0,32.0,16384.0,1024.0,5.0,2.0,4.0,2.0,90.0
e540/N411i,147.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,290.0
N343i,136.0,4.0,2015.0,5.0,32.0,16384.0,2048.0,8.0,5.0,2.0,2.0,130.0
N900iG,210.0,7.0,2015.0,6.0,256.0,65536.0,3072.0,24.0,8.0,4.0,2.0,480.0
N160,176.0,6.0,2015.0,5.0,32.0,16384.0,2048.0,8.0,5.0,2.0,2.0,220.0
N923,211.0,7.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,330.0
802,180.0,6.0,2014.0,5.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,170.0
N500,150.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,120.0
216,195.0,6.0,2016.0,5.0,256.0,65536.0,4096.0,16.0,8.0,4.0,3.0,700.0
230,850.0,1.0,2015.0,12.0,32.0,32768.0,2048.0,8.0,2.0,4.0,2.0,490.0
222 Dual SIM,855.0,1.0,2015.0,10.0,32.0,16384.0,1024.0,5.0,2.0,4.0,2.0,240.0
222,350.0,12.0,2015.0,7.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,390.0
105 Dual SIM (2015),160.0,5.0,2014.0,6.0,64.0,16384.0,1024.0,8.0,2.0,3.0,2.0,200.0
N1,239.0,8.0,2014.0,7.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,400.0
Lumia 730 Dual SIM,325.0,11.0,2014.0,7.0,32.0,16384.0,1024.0,5.0,2.0,3.0,2.0,180.0
Lumia 735,160.0,5.0,2014.0,6.0,64.0,16384.0,1024.0,5.0,2.0,3.0,2.0,270.0
Lumia 830,453.0,1.0,2013.0,8.0,32.0,16384.0,1024.0,8.0,720.0,4.0,2.0,240.0
130 Dual SIM,626.0,1.0,2013.0,10.0,32.0,16384.0,1024.0,5.0,2.0,3.0,2.0,220.0
515,169.0,5.0,2017.0,5.0,256.0,65536.0,4096.0,12.0,16.0,4.0,3.0,750.0
107 Dual SIM,175.0,6.0,2017.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,330.0
106,170.0,6.0,2017.0,5.0,256.0,65536.0,4096.0,12.0,16.0,4.0,3.0,750.0
Lumia 625,145.0,11.0,2017.0,5.0,256.0,32768.0,3072.0,16.0,16.0,4.0,2.0,470.0
Lumia 1020,174.0,6.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,570.0
208,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,200.0
207,165.0,5.0,2016.0,5.0,256.0,65536.0,4096.0,20.0,13.0,4.0,2.0,460.0
Lumia 925,155.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,260.0
Lumia 928,149.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,350.0
Asha 501,153.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,220.0
Asha 210,142.0,1.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,200.0
Lumia 720,158.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,390.0
Lumia 520,156.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,4.0,4.0,2.0,280.0
301,158.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,270.0
105,161.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,12.0,5.0,4.0,2.0,420.0
Asha 310,161.0,5.0,2016.0,5.0,256.0,32768.0,4096.0,12.0,5.0,4.0,3.0,500.0
Lumia 505,155.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,240.0
Lumia 620,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,190.0
114,140.0,4.0,2016.0,5.0,256.0,16384.0,1024.0,8.0,5.0,4.0,2.0,170.0
206,140.0,4.0,2016.0,5.0,256.0,8192.0,1024.0,5.0,1.0,4.0,2.0,70.0
Asha 205,170.0,6.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,300.0
109,158.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,270.0
Lumia 510,153.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,240.0
Lumia 810,165.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,310.0
Asha 309,161.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,20.0,13.0,4.0,2.0,300.0
Asha 308,143.0,4.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,300.0
Lumia 920,168.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,21.0,4.0,4.0,2.0,480.0
Asha 311,138.0,4.0,2015.0,5.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,190.0
Asha 306,156.0,5.0,2015.0,4.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
113,155.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,20.0,4.0,4.0,2.0,340.0
112,154.0,5.0,2015.0,5.0,32.0,16384.0,1024.0,13.0,8.0,4.0,2.0,180.0
111,146.0,5.0,2015.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,130.0
110,168.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,20.0,4.0,4.0,2.0,500.0
Lumia 610 NFC,160.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,330.0
103,150.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,20.0,13.0,4.0,2.0,320.0
808 PureView,147.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,320.0
800c,157.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,20.0,4.0,4.0,2.0,420.0
Lumia 610,155.0,5.0,2015.0,5.0,32.0,16384.0,2048.0,13.0,8.0,4.0,2.0,370.0
Asha 302,138.0,4.0,2015.0,5.0,32.0,8192.0,1024.0,13.0,5.0,4.0,2.0,250.0
Asha 203,140.0,4.0,2014.0,5.0,32.0,16384.0,1024.0,13.0,5.0,4.0,2.0,180.0
Asha 202,154.0,5.0,2015.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,160.0
Lumia 900,183.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,4.0,4.0,2.0,200.0
801T,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,190.0
X2-02,160.0,5.0,2014.0,5.0,256.0,8192.0,1024.0,8.0,5.0,4.0,2.0,180.0
Lumia 710 T-Mobile,158.0,5.0,2014.0,5.0,32.0,8192.0,16384.0,13.0,5.0,4.0,2.0,260.0
Lumia 710,160.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,260.0
Asha 303,154.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,13.0,4.0,2.0,380.0
Asha 300,146.0,5.0,2014.0,4.0,256.0,8192.0,1024.0,8.0,1.0,4.0,2.0,240.0
Asha 201,155.0,5.0,2014.0,5.0,256.0,16384.0,1024.0,13.0,8.0,4.0,2.0,260.0
Asha 200,155.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,320.0
603,155.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,340.0
C2-05,164.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,350.0
X2-05,158.0,5.0,2014.0,4.0,256.0,8192.0,1024.0,5.0,1.0,4.0,2.0,200.0
C5-06,160.0,5.0,2014.0,5.0,256.0,32768.0,2048.0,4.0,5.0,4.0,2.0,300.0
C5-05,160.0,5.0,2014.0,5.0,256.0,32768.0,2048.0,4.0,5.0,4.0,2.0,300.0
C5-04,151.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,250.0
101,137.0,4.0,2014.0,4.0,256.0,16384.0,1024.0,13.0,5.0,4.0,2.0,280.0
100,160.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,4.0,5.0,4.0,2.0,300.0
701,160.0,5.0,2014.0,5.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,160.0
700,145.0,11.0,2014.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,420.0
600,137.0,4.0,2014.0,4.0,256.0,16384.0,1024.0,13.0,5.0,4.0,2.0,250.0
C3-01 Gold Edition,150.0,5.0,2014.0,5.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,180.0
N9,160.0,5.0,2014.0,5.0,256.0,32768.0,2048.0,4.0,5.0,4.0,2.0,250.0
C5 5MP,160.0,5.0,2014.0,5.0,256.0,16384.0,2048.0,4.0,5.0,4.0,2.0,250.0
C2-06,140.0,4.0,2014.0,4.0,32.0,4096.0,512.0,5.0,480.0,4.0,2.0,140.0
C2-03,140.0,4.0,2014.0,4.0,32.0,4096.0,512.0,5.0,480.0,4.0,2.0,150.0
C2-02,165.0,5.0,2014.0,5.0,256.0,8192.0,1024.0,13.0,5.0,4.0,2.0,250.0
702T,165.0,5.0,2014.0,5.0,256.0,8192.0,1024.0,13.0,5.0,4.0,2.0,250.0
T7,143.0,4.0,2014.0,4.0,256.0,8192.0,1024.0,8.0,1.0,4.0,2.0,200.0
N950,130.0,4.0,2013.0,4.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,190.0
Oro,149.0,5.0,2014.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,220.0
X1-01,149.0,5.0,2013.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,250.0
E6,130.0,4.0,2013.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,240.0
C7 Astound,217.0,7.0,2013.0,5.0,64.0,16384.0,2048.0,4.0,2.0,4.0,2.0,370.0
C2-01,123.0,4.0,2013.0,4.0,64.0,4096.0,1024.0,8.0,1.0,4.0,2.0,180.0
C3-01 Touch and Type,120.0,4.0,2013.0,4.0,64.0,8192.0,1024.0,8.0,1.0,4.0,2.0,170.0
5250,160.0,5.0,2013.0,5.0,64.0,16384.0,2048.0,4.0,2.0,4.0,2.0,300.0
X3-02 Touch and Type,130.0,4.0,2013.0,4.0,64.0,8192.0,1024.0,8.0,1.0,4.0,2.0,290.0
X5-01,156.0,5.0,2013.0,4.0,64.0,32768.0,2048.0,4.0,2.0,4.0,2.0,300.0
C1-02,140.0,4.0,2012.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,330.0
C1-00,122.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,180.0
N8,122.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,200.0
5330 Mobile TV Edition,137.0,4.0,2012.0,4.0,32.0,16384.0,1024.0,8.0,1.0,4.0,2.0,220.0
2690,132.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,4.0,2.0,270.0
2220 slide,134.0,4.0,2012.0,4.0,32.0,16384.0,1024.0,8.0,1.0,4.0,2.0,180.0
X3,163.0,5.0,2012.0,4.0,32.0,16384.0,1024.0,8.0,1.0,3.0,2.0,160.0
5230,163.0,5.0,2012.0,4.0,32.0,16384.0,1024.0,8.0,1.0,3.0,2.0,200.0
5800 Navigation Edition,170.0,6.0,2011.0,4.0,32.0,16384.0,1024.0,8.0,2.0,3.0,2.0,160.0
6350,176.0,6.0,2011.0,4.0,32.0,16384.0,1024.0,8.0,1.0,3.0,2.0,160.0
Mural,147.0,5.0,2011.0,4.0,32.0,4096.0,768.0,5.0,1.0,3.0,2.0,140.0
3720 classic,172.0,7.0,2011.0,4.0,32.0,16384.0,1024.0,8.0,2.0,3.0,2.0,180.0
5530 XpressMusic,177.0,6.0,2011.0,4.0,32.0,16384.0,1024.0,8.0,1.0,3.0,2.0,230.0
3710 fold,130.0,4.0,2011.0,4.0,32.0,4096.0,768.0,5.0,1.0,3.0,2.0,160.0
7020,709.0,1.0,2011.0,10.0,32.0,32768.0,1024.0,8.0,1.0,3.0,2.0,280.0
N86 8MP,135.0,4.0,2011.0,4.0,32.0,1024.0,768.0,8.0,1.0,2.0,2.0,100.0
E55,170.0,6.0,2011.0,4.0,32.0,1024.0,1024.0,5.0,1.0,3.0,2.0,150.0
6710 Navigator,170.0,6.0,2011.0,4.0,32.0,4096.0,1024.0,5.0,1.0,3.0,2.0,220.0
2700 classic,135.0,4.0,2011.0,4.0,32.0,1024.0,768.0,8.0,1.0,2.0,2.0,190.0
E63,420.0,14.0,2011.0,7.0,32.0,16384.0,1024.0,5.0,1.0,3.0,2.0,300.0
7100 Supernova,420.0,14.0,2011.0,7.0,32.0,16384.0,1024.0,5.0,1.0,3.0,2.0,110.0
5130 XpressMusic,425.0,14.0,2011.0,7.0,32.0,32768.0,1024.0,5.0,1.0,3.0,2.0,220.0
1662,164.0,5.0,2011.0,4.0,32.0,4096.0,768.0,8.0,1.0,2.0,2.0,230.0
E71,160.0,5.0,2011.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,150.0
2680 slide,170.0,6.0,2010.0,4.0,32.0,1024.0,512.0,8.0,1.0,2.0,2.0,90.0
N95,155.0,5.0,2017.0,5.0,256.0,65536.0,4096.0,20.0,8.0,4.0,1.0,500.0
N75,165.0,5.0,2017.0,5.0,256.0,32768.0,3072.0,12.0,8.0,4.0,2.0,250.0
5300,310.0,10.0,2017.0,8.0,256.0,32768.0,3072.0,8.0,8.0,4.0,2.0,300.0
6085,169.0,5.0,2017.0,5.0,256.0,131072.0,4096.0,12.0,20.0,4.0,2.0,380.0
8800 Sirocco,143.0,4.0,2017.0,5.0,256.0,65536.0,4096.0,12.0,20.0,4.0,2.0,330.0
6080,165.0,5.0,2017.0,5.0,256.0,16384.0,2048.0,12.0,8.0,4.0,2.0,250.0
1110i,143.0,4.0,2017.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,150.0
E50,150.0,5.0,2017.0,5.0,128.0,16384.0,2048.0,13.0,5.0,4.0,2.0,150.0
5500 Sport,150.0,5.0,2017.0,5.0,128.0,16384.0,2048.0,8.0,5.0,4.0,2.0,160.0
N73,184.0,6.0,2017.0,5.0,256.0,65536.0,4096.0,12.0,8.0,4.0,2.0,550.0
2310,165.0,5.0,2017.0,5.0,256.0,65536.0,4096.0,20.0,8.0,4.0,2.0,700.0
1112,145.0,11.0,2017.0,5.0,256.0,32768.0,4096.0,20.0,8.0,4.0,2.0,600.0
6136,146.0,5.0,2017.0,5.0,256.0,32768.0,3072.0,12.0,8.0,4.0,2.0,280.0
6133,147.0,5.0,2017.0,5.0,256.0,16384.0,3072.0,12.0,8.0,4.0,2.0,200.0
6126,138.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,250.0
6103,190.0,6.0,2016.0,5.0,256.0,65536.0,4096.0,20.0,8.0,4.0,2.0,630.0
6233,170.0,6.0,2016.0,5.0,256.0,32768.0,4096.0,12.0,8.0,4.0,1.0,450.0
6282,145.0,11.0,2016.0,5.0,256.0,16384.0,3072.0,13.0,5.0,4.0,2.0,200.0
9300i,340.0,11.0,2016.0,8.0,256.0,16384.0,3072.0,8.0,2.0,4.0,2.0,230.0
N92,162.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,12.0,8.0,4.0,2.0,210.0
N80,168.0,5.0,2016.0,5.0,128.0,16384.0,2048.0,13.0,8.0,4.0,2.0,140.0
7380,160.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,1.0,420.0
7370,146.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,12.0,8.0,4.0,1.0,300.0
7360,495.0,9.0,2016.0,10.0,256.0,16384.0,2048.0,8.0,2.0,4.0,2.0,240.0
E61,160.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,1.0,280.0
E60,219.0,7.0,2016.0,6.0,256.0,32768.0,4096.0,13.0,5.0,4.0,1.0,440.0
3250,153.0,5.0,2016.0,5.0,256.0,32768.0,4096.0,12.0,8.0,4.0,2.0,340.0
6708,140.0,4.0,2016.0,5.0,128.0,16384.0,2048.0,13.0,5.0,4.0,2.0,120.0
6280,278.0,9.0,2016.0,7.0,64.0,16384.0,2048.0,5.0,2.0,4.0,2.0,100.0
6111,156.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,170.0
6060,150.0,5.0,2016.0,4.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,80.0
N91,135.0,4.0,2016.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
N90,147.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,250.0
N70,162.0,5.0,2016.0,5.0,256.0,65536.0,4096.0,12.0,8.0,4.0,1.0,580.0
2652,144.0,8.0,2016.0,5.0,256.0,32768.0,3072.0,12.0,8.0,4.0,1.0,400.0
1600,160.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,140.0
5140i,135.0,4.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,200.0
8800,185.0,6.0,2015.0,6.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,430.0
6230i,167.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,280.0
6021,158.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,300.0
6030,160.0,5.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,190.0
6681,156.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,8.0,4.0,2.0,350.0
6101,160.0,5.0,2015.0,5.0,256.0,32768.0,3072.0,13.0,13.0,4.0,2.0,310.0
6822,125.0,4.0,2015.0,5.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,90.0
6020,157.0,5.0,2015.0,5.0,256.0,16384.0,3072.0,20.0,8.0,4.0,2.0,300.0
3230,330.0,11.0,2015.0,8.0,256.0,16384.0,2048.0,8.0,2.0,4.0,2.0,250.0
7280,141.0,1.0,2015.0,4.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,110.0
7270,160.0,5.0,2015.0,5.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,130.0
7260,162.0,5.0,2015.0,5.0,32.0,8192.0,2048.0,13.0,5.0,4.0,2.0,170.0
9300,131.0,4.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,230.0
6630,131.0,4.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,170.0
6260,228.0,4.0,2015.0,6.0,64.0,65536.0,3072.0,13.0,5.0,4.0,2.0,420.0
6170,144.0,8.0,2015.0,5.0,256.0,16384.0,3072.0,13.0,8.0,4.0,2.0,270.0
3128,150.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,170.0
2650,239.0,8.0,2015.0,7.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,370.0
2600,178.0,6.0,2015.0,5.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,140.0
3220,118.0,4.0,2015.0,4.0,32.0,4096.0,512.0,5.0,2.0,4.0,2.0,90.0
5140,173.0,10.0,2014.0,6.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,200.0
